years,component,description,docs_url,data_url
2005-2006,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Digene Hybrid Capture & Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HPVSWR_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/HPVSWR_D.xpt
2015-2016,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DPQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/DPQ_I.xpt
2013-2014,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas & Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVSWR_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVSWR_H.xpt
2017-2018,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DPQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/DPQ_J.xpt
2015-2016,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Cobas High-Risk,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HPVSWC_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HPVSWC_I.xpt
2017-2020,Questionnaire,Mental Health - Depression Screener,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DPQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_DPQ.xpt
2003-2004,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWR_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L37SWR_C.xpt
1999-2000,Questionnaire,Mental Health - Generalized Anxiety Disorder,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CIQGAD.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CIQGAD.xpt
2015-2016,Laboratory,Human Papillomavirus (HPV) DNA - Vaginal Swab: Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HPVSWR_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/HPVSWR_I.xpt
2003-2004,Questionnaire,Mental Health - Generalized Anxiety Disorder,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQGAD_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQGAD_C.xpt
2013-2014,Laboratory,Human Papillomavirus (HPV) DNA Results from Penile Swab Samples: Roche Linear Array,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVP_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/HPVP_H.xpt
2001-2002,Questionnaire,Mental Health - Generalized Anxiety Disorder,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CIQGAD_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CIQGAD_B.xpt
2009-2010,Laboratory,Human Papillomavirus (HPV) Viral Load - Oral Rinse - Oral High-Risk HPV Infections (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSHPV_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSHPV_F.xpt
1999-2000,Questionnaire,Mental Health - Panic Disorder,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CIQPANIC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/CIQPANIC.xpt
2017-2020,Laboratory,"Inorganic, Ethyl and Methyl - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_IHGEM.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_IHGEM.xpt
2003-2004,Questionnaire,Mental Health - Panic Disorder,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQPAN_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/CIQPAN_C.xpt
2013-2014,Laboratory,Insulin,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INS_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/INS_H.xpt
2001-2002,Questionnaire,Mental Health - Panic Disorder,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CIQPAN_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/CIQPAN_B.xpt
2015-2016,Laboratory,Insulin,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/INS_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/INS_I.xpt
1999-2000,Questionnaire,Miscellaneous Pain,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MPQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/MPQ.xpt
2017-2018,Laboratory,Insulin,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/INS_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/INS_J.xpt
2003-2004,Questionnaire,Miscellaneous Pain,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MPQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/MPQ_C.xpt
2017-2020,Laboratory,Insulin,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_INS.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_INS.xpt
2001-2002,Questionnaire,Miscellaneous Pain,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MPQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/MPQ_B.xpt
2007-2008,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UIO_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UIO_E.xpt
1999-2000,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OCQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OCQ.xpt
2005-2006,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UIO_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UIO_D.xpt
2003-2004,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OCQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OCQ_C.xpt
2003-2004,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06UIO_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06UIO_C.xpt
2001-2002,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OCQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OCQ_B.xpt
2001-2002,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06UIO_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L06UIO_B.xpt
2005-2006,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OCQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OCQ_D.xpt
2009-2010,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UIO_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UIO_F.xpt
2007-2008,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OCQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OCQ_E.xpt
2011-2012,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UIO_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UIO_G.xpt
2009-2010,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OCQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OCQ_F.xpt
2013-2014,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UIO_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UIO_H.xpt
2011-2012,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OCQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OCQ_G.xpt
2015-2016,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UIO_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UIO_I.xpt
2013-2014,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OCQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OCQ_H.xpt
2017-2018,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UIO_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UIO_J.xpt
2015-2016,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OCQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OCQ_I.xpt
2017-2020,Laboratory,Iodine - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UIO.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UIO.xpt
2017-2018,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OCQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OCQ_J.xpt
2017-2018,Laboratory,Iron Status - Serum,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/FETIB_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/FETIB_J.xpt
2017-2020,Questionnaire,Occupation,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_OCQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_OCQ.xpt
2017-2020,Laboratory,Iron Status - Serum,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_FETIB.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_FETIB.xpt
2007-2008,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OHQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OHQ_E.xpt
2005-2006,Laboratory,"Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FETIB_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/FETIB_D.xpt
1999-2000,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OHQ.xpt
2003-2004,Laboratory,"Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L40FE_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L40FE_C.xpt
2005-2006,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OHQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OHQ_D.xpt
2001-2002,Laboratory,"Iron, Total Iron Binding Capacity (TIBC), & Transferrin Saturation",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L40FE_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L40FE_B.xpt
2003-2004,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OHQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OHQ_C.xpt
2007-2008,Laboratory,Klotho - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSKL_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/SSKL_E.xpt
2001-2002,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OHQ_B.xpt
2009-2010,Laboratory,Klotho - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSKL_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/SSKL_F.xpt
2009-2010,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OHQ_F.xpt
2011-2012,Laboratory,Klotho - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SSKL_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/SSKL_G.xpt
2011-2012,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OHQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/OHQ_G.xpt
2013-2014,Laboratory,Klotho - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSKL_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/SSKL_H.xpt
2013-2014,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OHQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OHQ_H.xpt
2015-2016,Laboratory,Klotho - Serum (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSKL_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/SSKL_I.xpt
2015-2016,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OHQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/OHQ_I.xpt
1999-2000,Laboratory,Latex,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB07.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB07.xpt
2017-2018,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OHQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OHQ_J.xpt
1999-2000,Laboratory,Lead - Dust,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB20.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB20.xpt
2017-2020,Questionnaire,Oral Health,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_OHQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_OHQ.xpt
2003-2004,Laboratory,Lead - Dust,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L20_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L20_C.xpt
2007-2008,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OSQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/OSQ_E.xpt
2001-2002,Laboratory,Lead - Dust,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L20_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L20_B.xpt
1999-2000,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OSQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/OSQ.xpt
2015-2016,Laboratory,"Lead, Cadmium, Total Mercury, Selenium & Manganese - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PBCD_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PBCD_I.xpt
2005-2006,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OSQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/OSQ_D.xpt
2017-2018,Laboratory,"Lead, Cadmium, Total Mercury, Selenium, & Manganese - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PBCD_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PBCD_J.xpt
2003-2004,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OSQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/OSQ_C.xpt
2017-2020,Laboratory,"Lead, Cadmium, Total Mercury, Selenium, & Manganese - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_PBCD.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_PBCD.xpt
2001-2002,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OSQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/OSQ_B.xpt
2013-2014,Laboratory,"Lead, Cadmium, Total Mercury, Selenium, and Manganese - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PBCD_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PBCD_H.xpt
2009-2010,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OSQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/OSQ_F.xpt
2009-2010,Laboratory,"Measles, Mumps, Rubella & Varicella",https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MMRV_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/MMRV_F.xpt
2013-2014,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OSQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/OSQ_H.xpt
1999-2000,Laboratory,"Measles, Rubella, & Varicella",https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB19.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB19.xpt
2017-2018,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OSQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/OSQ_J.xpt
2003-2004,Laboratory,"Measles, Rubella, & Varicella",https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L19_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L19_C.xpt
2017-2020,Questionnaire,Osteoporosis,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_OSQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_OSQ.xpt
2001-2002,Laboratory,"Measles, Rubella, & Varicella",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_B.xpt
2007-2008,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PUQMEC_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PUQMEC_E.xpt
2001-2002,Laboratory,"Measles, Rubella, & Varicella, Second Exam",https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_2_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/L19_2_B.xpt
1999-2000,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PUQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PUQ.xpt
2003-2004,Laboratory,Melamine - Urine (Surplus),https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSMEL_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/SSMEL_C.xpt
2005-2006,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PUQMEC_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PUQMEC_D.xpt
1999-2000,Laboratory,Mercury - Hair,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB22.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/LAB22.xpt
2003-2004,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PUQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PUQ_C.xpt
2005-2006,Laboratory,Mercury: Inorganic - Blood,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/IHG_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/IHG_D.xpt
2001-2002,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PUQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PUQ_B.xpt
2009-2010,Laboratory,Mercury: Inorganic - Blood,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IHG_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/IHG_F.xpt
2009-2010,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PUQMEC_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PUQMEC_F.xpt
2007-2008,Laboratory,Mercury: Inorganic - Blood,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/IHG_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/IHG_E.xpt
2011-2012,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PUQMEC_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PUQMEC_G.xpt
2007-2008,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UHG_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UHG_E.xpt
2013-2014,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PUQMEC_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PUQMEC_H.xpt
2005-2006,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UHG_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/UHG_D.xpt
2015-2016,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PUQMEC_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PUQMEC_I.xpt
2003-2004,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06UHG_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/L06UHG_C.xpt
2017-2018,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PUQMEC_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PUQMEC_J.xpt
2009-2010,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UHG_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/UHG_F.xpt
2017-2020,Questionnaire,Pesticide Use,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_PUQMEC.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_PUQMEC.xpt
2011-2012,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UHG_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/UHG_G.xpt
2007-2008,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PAQ_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/PAQ_E.xpt
2013-2014,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UHG_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/UHG_H.xpt
1999-2000,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PAQ.htm,https://wwwn.cdc.gov/Nchs/Nhanes/1999-2000/PAQ.xpt
2015-2016,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UHG_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/UHG_I.xpt
2005-2006,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PAQ_D.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2005-2006/PAQ_D.xpt
2017-2018,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UHG_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/UHG_J.xpt
2003-2004,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PAQ_C.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2003-2004/PAQ_C.xpt
2017-2020,Laboratory,Mercury: Inorganic - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UHG.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/P_UHG.xpt
2001-2002,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PAQ_B.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2001-2002/PAQ_B.xpt
2011-2012,Laboratory,"Mercury: Inorganic, Ethyl and Methyl - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/IHGEM_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/IHGEM_G.xpt
2009-2010,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAQ_F.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2009-2010/PAQ_F.xpt
2013-2014,Laboratory,"Mercury: Inorganic, Ethyl and Methyl - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/IHGEM_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/IHGEM_H.xpt
2011-2012,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PAQ_G.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2011-2012/PAQ_G.xpt
2015-2016,Laboratory,"Mercury: Inorganic, Ethyl and Methyl - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/IHGEM_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/IHGEM_I.xpt
2013-2014,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAQ_H.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2013-2014/PAQ_H.xpt
2017-2018,Laboratory,"Mercury: Inorganic, Ethyl and Methyl - Blood",https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/IHGEM_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/IHGEM_J.xpt
2015-2016,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PAQ_I.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2015-2016/PAQ_I.xpt
2007-2008,Laboratory,Metals - Urine,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UHM_E.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2007-2008/UHM_E.xpt
2017-2018,Questionnaire,Physical Activity,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PAQ_J.htm,https://wwwn.cdc.gov/Nchs/Nhanes/2017-2018/PAQ_J.xpt
